season,week,game_id,game_type,home_team,away_team,div_game,actual_home_win,calibrated,model_side,model_team,model_odds,model_prob,model_edge,bet_flag,model_reason,model_profit,model_is_favorite,model_is_home,bl_home_profit,bl_favorite_profit,bl_highprob_profit,bl_highev_noguard_profit,bl_highev_guard_profit
2023,5,2023_05_CIN_ARI,REG,ARI,CIN,0,0.0,False,away,CIN,-170.0,0.6110420162123011,-0.029521503662815807,0,edge -2.95% below required 2.00% (base minimum edge 2.00%),5.882352941176471,True,False,-10.0,5.882352941176471,5.882352941176471,5.882352941176471,
2023,5,2023_05_PHI_LA,REG,LA,PHI,0,0.0,False,away,PHI,-192.0,0.654115797545133,-0.00519889123344347,0,edge -0.52% below required 2.00% (base minimum edge 2.00%),5.208333333333334,True,False,-10.0,5.208333333333334,5.208333333333334,5.208333333333334,
2023,5,2023_05_NYJ_DEN,REG,DEN,NYJ,0,0.0,False,home,DEN,-135.0,0.5560319744767251,-0.03209248887384886,0,edge -3.21% below required 2.00% (base minimum edge 2.00%),-10.0,True,True,-10.0,-10.0,-10.0,-10.0,
2023,5,2023_05_KC_MIN,REG,MIN,KC,0,0.0,False,away,KC,-180.0,0.6874066551366668,0.06929924132370385,1,edge 6.93% clears required 2.00%; market quality OK,5.555555555555555,True,False,-10.0,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555
2023,5,2023_05_DAL_SF,REG,SF,DAL,0,1.0,False,home,SF,-180.0,0.67568087895941,0.0510591450479711,1,edge 5.11% clears required 2.00%; market quality OK,5.555555555555555,True,True,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555
2023,5,2023_05_GB_LV,REG,LV,GB,0,1.0,False,away,GB,-102.0,0.5395069020731516,0.06843523743898638,1,edge 6.84% clears required 3.00%; market quality OK,-10.0,True,False,8.47457627118644,8.47457627118644,-10.0,-10.0,-10.0
2023,6,2023_06_DEN_KC,REG,KC,DEN,1,1.0,False,home,KC,-650.0,0.9046858495698892,0.04386828796525674,1,edge 4.39% clears required 4.00%; market quality OK,1.5384615384615385,True,True,1.5384615384615385,1.5384615384615385,1.5384615384615385,1.5384615384615385,1.5384615384615385
2023,6,2023_06_BAL_TEN,REG,TEN,BAL,0,0.0,False,home,TEN,205.0,0.47245071225221924,0.44097467236926857,1,edge 44.10% clears required 3.00%; market quality OK,-10.0,False,True,-10.0,4.0,4.0,-10.0,-10.0
2023,6,2023_06_WAS_ATL,REG,ATL,WAS,0,0.0,False,home,ATL,-125.0,0.6082378682780352,0.09482816290046331,1,edge 9.48% clears required 2.00%; market quality OK,-10.0,True,True,-10.0,-10.0,-10.0,-10.0,-10.0
2023,6,2023_06_MIN_CHI,REG,CHI,MIN,1,0.0,False,home,CHI,140.0,0.40775227639422423,-0.021394536653861818,0,edge -2.14% below required 2.00% (base minimum edge 2.00%),-10.0,False,True,-10.0,6.024096385542169,6.024096385542169,-10.0,
